Airport Code,Time,Temperature,Dew Point,Humidity,Sea Level Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions,WinDirDegrees,Date
KJFK, 8:51 AM,82.9,57,41,29.96,10,NW,6.9,-,N/A,,Scattered Clouds,320,7/3/12 12:51
KLGA, 8:51 AM,79,59,50,29.95,10,NW,9.2,-,N/A,,Scattered Clouds,310,7/3/12 12:51
KNYC, 8:51 AM,75.9,57,52,29.95,10,Calm,Calm,-,N/A,,Clear,0,7/3/12 12:51
KEWR, 9:51 AM,86,55,35,29.94,10,Variable,3.5,-,N/A,,Scattered Clouds,0,7/3/12 13:51
KJFK, 9:51 AM,84,55.9,38,29.95,10,North,10.4,-,N/A,,Scattered Clouds,360,7/3/12 13:51
KLGA, 9:51 AM,82,59,45,29.94,10,WNW,4.6,-,N/A,,Scattered Clouds,300,7/3/12 13:51
KNYC, 9:51 AM,80.1,59,48,29.94,10,Calm,Calm,-,N/A,,Clear,0,7/3/12 13:51
KEWR, 10:51 AM,88,55.9,34,29.94,10,WNW,8.1,-,N/A,,Scattered Clouds,290,7/3/12 14:51
KJFK, 10:51 AM,84.9,55.9,37,29.95,10,North,3.5,-,N/A,,Scattered Clouds,360,7/3/12 14:51
KLGA, 10:51 AM,84,57.9,41,29.94,10,North,5.8,-,N/A,,Scattered Clouds,360,7/3/12 14:51
KNYC, 10:51 AM,82.9,57.9,42,29.94,10,WSW,5.8,-,N/A,,Clear,250,7/3/12 14:51
KEWR, 11:51 AM,91,55,29,29.92,10,West,11.5,21.9,N/A,,Mostly Cloudy,270,7/3/12 15:51
KJFK, 11:51 AM,86,57.9,38,29.94,10,SSW,12.7,-,N/A,,Scattered Clouds,210,7/3/12 15:51
KLGA, 11:51 AM,86,57.9,38,29.92,10,NNW,6.9,-,N/A,,Scattered Clouds,340,7/3/12 15:51
KNYC, 11:51 AM,87.1,57,36,29.92,10,North,-9999,-,N/A,,Partly Cloudy,0,7/3/12 15:51
KEWR, 12:51 PM,93,55,28,29.92,10,West,13.8,19.6,N/A,,Mostly Cloudy,270,7/3/12 16:51
KJFK, 12:51 PM,84.9,57.9,40,29.93,10,SSW,11.5,-,N/A,,Mostly Cloudy,200,7/3/12 16:51
KLGA, 12:51 PM,86,57,37,29.91,10,NW,11.5,17.3,N/A,,Mostly Cloudy,320,7/3/12 16:51
KNYC, 12:51 PM,88,57,35,29.91,10,North,-9999,-,N/A,,Scattered Clouds,0,7/3/12 16:51
KEWR, 1:51 PM,91,54,28,29.9,10,West,11.5,17.3,N/A,,Mostly Cloudy,280,7/3/12 17:51
KJFK, 1:51 PM,84,57.9,41,29.91,10,SSW,10.4,-,N/A,,Mostly Cloudy,200,7/3/12 17:51
KLGA, 1:51 PM,87.1,55.9,35,29.9,10,WNW,9.2,18.4,N/A,,Mostly Cloudy,300,7/3/12 17:51
KNYC, 1:51 PM,88,57,35,29.9,10,WNW,5.8,-,N/A,,Partly Cloudy,300,7/3/12 17:51
KEWR, 2:51 PM,93,54,27,29.89,10,West,9.2,-,N/A,,Mostly Cloudy,270,7/3/12 18:51
KJFK, 2:51 PM,84,60.1,44,29.91,10,SSW,15,-,N/A,,Mostly Cloudy,200,7/3/12 18:51
KLGA, 2:51 PM,89.1,57.9,35,29.89,10,NW,9.2,21.9,N/A,,Scattered Clouds,310,7/3/12 18:51
KNYC, 2:51 PM,86,55.9,36,29.89,10,North,-9999,-,N/A,,Clear,0,7/3/12 18:51
KEWR, 3:51 PM,90,54,29,29.87,10,South,3.5,-,N/A,,Mostly Cloudy,190,7/3/12 19:51
KJFK, 3:51 PM,84,57.9,41,29.9,10,South,19.6,-,N/A,,Mostly Cloudy,190,7/3/12 19:51
KLGA, 3:51 PM,91,55,29,29.87,10,SSW,5.8,18.4,N/A,,Mostly Cloudy,210,7/3/12 19:51
KNYC, 3:51 PM,87.1,55.9,35,29.88,10,Variable,6.9,-,N/A,,Partly Cloudy,0,7/3/12 19:51
KEWR, 4:51 PM,91.9,54,27,29.86,10,West,12.7,19.6,N/A,,Mostly Cloudy,270,7/3/12 20:51
KJFK, 4:51 PM,82.9,62.1,49,29.9,10,South,19.6,-,N/A,,Mostly Cloudy,190,7/3/12 20:51
KLGA, 4:51 PM,89.1,59,36,29.87,10,South,11.5,-,N/A,,Mostly Cloudy,170,7/3/12 20:51
KNYC, 4:51 PM,86,62.1,44,29.87,10,Variable,3.5,-,N/A,,Partly Cloudy,0,7/3/12 20:51
KEWR, 5:51 PM,91,53.1,27,29.85,10,Variable,5.8,-,N/A,,Mostly Cloudy,0,7/3/12 21:51
KJFK, 5:51 PM,80.1,62.1,54,29.88,10,South,19.6,-,N/A,,Mostly Cloudy,190,7/3/12 21:51
KLGA, 5:51 PM,87.1,57.9,37,29.86,10,South,16.1,-,N/A,,Mostly Cloudy,190,7/3/12 21:51
KNYC, 5:51 PM,84,60.1,44,29.86,10,Variable,5.8,-,N/A,,Clear,0,7/3/12 21:51
KEWR, 6:51 PM,91,52,26,29.85,10,WSW,10.4,-,N/A,,Overcast,250,7/3/12 22:51
KJFK, 6:51 PM,78.1,64.9,64,29.87,10,South,18.4,-,N/A,,Overcast,190,7/3/12 22:51
KLGA, 6:51 PM,84,61,46,29.85,10,South,12.7,-,N/A,,Mostly Cloudy,180,7/3/12 22:51
KNYC, 6:51 PM,82.9,60.1,46,29.86,10,Variable,4.6,-,N/A,,Clear,0,7/3/12 22:51
KEWR, 7:51 PM,86,64,48,29.83,10,South,8.1,-,N/A,,Mostly Cloudy,170,7/3/12 23:51
KJFK, 7:51 PM,77,68,74,29.86,10,South,16.1,-,N/A,,Mostly Cloudy,190,7/3/12 23:51
KLGA, 7:51 PM,82.9,66,56,29.83,10,South,11.5,-,N/A,,Mostly Cloudy,180,7/3/12 23:51
KNYC, 7:51 PM,82,62.1,51,29.84,10,Variable,3.5,-,N/A,,Clear,0,7/3/12 23:51
KEWR, 8:51 PM,82.9,64.9,54,29.83,10,South,9.2,-,N/A,,Overcast,190,7/4/12 0:51
KJFK, 8:51 PM,75.9,70,82,29.85,10,SSW,16.1,-,N/A,,Overcast,200,7/4/12 0:51
KLGA, 8:51 PM,82,66.9,60,29.83,10,South,10.4,-,N/A,,Mostly Cloudy,180,7/4/12 0:51
KNYC, 8:51 PM,81,64,56,29.83,10,Calm,Calm,-,N/A,,Clear,0,7/4/12 0:51
KEWR, 9:51 PM,82,64,54,29.83,10,South,9.2,-,N/A,,Overcast,190,7/4/12 1:51
KJFK, 9:51 PM,75,71.1,87,29.85,10,South,15,-,N/A,,Overcast,190,7/4/12 1:51
KLGA, 9:51 PM,82,66.9,60,29.83,10,South,10.4,17.3,N/A,,Mostly Cloudy,190,7/4/12 1:51
KNYC, 9:51 PM,80.1,64.9,60,29.83,10,Variable,3.5,-,N/A,,Clear,0,7/4/12 1:51
KEWR, 10:51 PM,80.1,64.9,60,29.83,10,SSW,8.1,-,N/A,,Overcast,210,7/4/12 2:51
KJFK, 10:51 PM,75,72,90,29.84,10,SSW,9.2,-,N/A,,Overcast,200,7/4/12 2:51
KLGA, 10:51 PM,82,66,58,29.82,10,SSW,12.7,-,N/A,,Overcast,210,7/4/12 2:51
KNYC, 10:51 PM,80.1,64,58,29.83,10,Variable,3.5,-,N/A,,Clear,0,7/4/12 2:51
KEWR, 11:51 PM,81,66,60,29.82,10,SSW,4.6,-,N/A,,Overcast,200,7/4/12 3:51
KJFK, 11:51 PM,75,72,90,29.84,10,SSW,3.5,-,N/A,,Overcast,200,7/4/12 3:51
KLGA, 11:51 PM,82,66.9,60,29.82,10,SSW,9.2,-,N/A,,Mostly Cloudy,200,7/4/12 3:51
KNYC, 11:51 PM,80.1,64,58,29.82,10,Variable,5.8,-,N/A,,Partly Cloudy,0,7/4/12 3:51
KEWR, 12:51 AM,81,64,56,29.82,10,SSW,9.2,-,N/A,,Overcast,210,7/4/12 4:51
KJFK, 12:51 AM,75,71.1,87,29.84,10,SW,4.6,-,N/A,,Overcast,220,7/4/12 4:51
KLGA, 12:51 AM,82.9,66,56,29.82,10,SW,8.1,-,N/A,,Mostly Cloudy,220,7/4/12 4:51
KNYC, 12:51 AM,80.1,64,58,29.82,10,Calm,Calm,-,N/A,,Clear,0,7/4/12 4:51
KEWR, 1:51 AM,81,63,54,29.82,10,SW,9.2,-,0,,Overcast,220,7/4/12 5:51
KJFK, 1:51 AM,75,69.1,82,29.84,10,SW,6.9,-,N/A,,Overcast,230,7/4/12 5:51
KLGA, 1:51 AM,82.9,64,53,29.81,10,SW,8.1,-,0,,Overcast,230,7/4/12 5:51
KNYC, 1:51 AM,80.1,63,56,29.82,10,Variable,5.8,-,N/A,,Mostly Cloudy,0,7/4/12 5:51
KEWR, 2:51 AM,82,61,49,29.81,10,SW,10.4,-,N/A,,Overcast,230,7/4/12 6:51
KJFK, 2:51 AM,75.9,70,82,29.82,10,SW,8.1,-,N/A,,Overcast,220,7/4/12 6:51
KLGA, 2:51 AM,82.9,64,53,29.8,10,SW,9.2,-,N/A,,Overcast,230,7/4/12 6:51
KNYC, 2:51 AM,81,62.1,52,29.81,10,WSW,9.2,-,N/A,,Overcast,240,7/4/12 6:51
KEWR, 3:51 AM,81,61,50,29.81,10,West,10.4,-,N/A,,Overcast,260,7/4/12 7:51
KJFK, 3:51 AM,75,69.1,82,29.82,10,WSW,4.6,-,0,,Overcast,250,7/4/12 7:51
KLGA, 3:51 AM,82.9,63,51,29.8,10,West,10.4,-,0,,Overcast,260,7/4/12 7:51
KNYC, 3:51 AM,80.1,62.1,54,29.81,10,Variable,3.5,-,N/A,,Mostly Cloudy,0,7/4/12 7:51
KEWR, 4:51 AM,80.1,62.1,54,29.82,10,NW,5.8,-,N/A,,Overcast,310,7/4/12 8:51
KJFK, 4:51 AM,77,66.9,71,29.83,10,West,10.4,-,N/A,,Overcast,260,7/4/12 8:51
KLGA, 4:51 AM,80.1,63,56,29.82,10,NW,15,21.9,N/A,,Overcast,310,7/4/12 8:51
KNYC, 4:51 AM,79,62.1,56,29.83,10,NW,8.1,-,N/A,,Scattered Clouds,310,7/4/12 8:51
KJFK, 5:34 AM,78.8,62.6,57,29.83,10,NNW,15,-,N/A,,Overcast,340,7/4/12 9:34
KEWR, 5:51 AM,79,63,58,29.84,10,North,11.5,-,0,Rain,Light Rain,350,7/4/12 9:51
KJFK, 5:51 AM,79,64,60,29.84,10,NNW,15,-,N/A,,Overcast,330,7/4/12 9:51
KLGA, 5:51 AM,77,66,69,29.84,10,NNW,9.2,-,0,Rain,Light Rain,340,7/4/12 9:51
KNYC, 5:51 AM,75.9,64,67,29.85,10,Variable,3.5,-,0,,Overcast,0,7/4/12 9:51
KEWR, 6:51 AM,73,66.9,81,29.85,9,NNE,5.8,-,0.03,Rain,Light Rain,30,7/4/12 10:51
KJFK, 6:51 AM,75,66,73,29.85,10,North,12.7,-,0,Rain,Light Rain,360,7/4/12 10:51
KLGA, 6:51 AM,73,66.9,81,29.84,9,North,5.8,-,0.04,Rain,Light Rain,10,7/4/12 10:51
KNYC, 6:51 AM,71.1,69.1,93,29.85,4,Calm,Calm,-,0.04,Rain,Light Rain,0,7/4/12 10:51
KEWR, 7:51 AM,73.9,66,76,29.83,10,Calm,Calm,-,0.01,Rain,Light Rain,0,7/4/12 11:51
KJFK, 7:51 AM,73,69.1,87,29.86,9,ENE,3.5,-,0.03,Rain,Light Rain,60,7/4/12 11:51
KLGA, 7:51 AM,73.9,68,82,29.84,9,South,8.1,-,0.01,Rain,Light Rain,170,7/4/12 11:51
KNYC, 7:51 AM,70,69.1,97,29.84,2.5,Calm,Calm,-,0.02,Rain,Light Rain,0,7/4/12 11:51
KEWR, 8:51 AM,75.9,69.1,79,29.86,10,SW,4.6,-,0.01,,Mostly Cloudy,230,7/4/12 12:51
KJFK, 8:51 AM,73,68,84,29.85,10,South,6.9,-,0.01,,Overcast,180,7/4/12 12:51
KLGA, 8:51 AM,75,69.1,82,29.85,10,Variable,4.6,-,0,Rain,Light Rain,0,7/4/12 12:51
KNYC, 8:51 AM,71.1,69.1,93,29.86,6,Variable,5.8,-,0,,Overcast,0,7/4/12 12:51
KEWR, 9:51 AM,79,68,69,29.84,10,WSW,10.4,-,N/A,,Scattered Clouds,250,7/4/12 13:51
KJFK, 9:51 AM,75,69.1,82,29.86,10,SW,6.9,-,N/A,,Mostly Cloudy,220,7/4/12 13:51
KLGA, 9:51 AM,78.1,66.9,68,29.84,10,WSW,12.7,-,0,,Mostly Cloudy,250,7/4/12 13:51
KNYC, 9:51 AM,73.9,68,82,29.84,9,Variable,3.5,-,N/A,,Clear,0,7/4/12 13:51
KEWR, 10:51 AM,82.9,66,56,29.82,10,West,5.8,-,N/A,,Partly Cloudy,260,7/4/12 14:51
KJFK, 10:51 AM,78.1,66.9,68,29.83,10,WSW,12.7,-,N/A,,Mostly Cloudy,240,7/4/12 14:51
KLGA, 10:51 AM,81,64.9,58,29.82,10,West,9.2,-,N/A,,Mostly Cloudy,260,7/4/12 14:51
KNYC, 10:51 AM,79,69.1,72,29.82,10,Variable,3.5,-,N/A,,Clear,0,7/4/12 14:51
KEWR, 11:51 AM,87.1,66.9,51,29.81,10,Calm,Calm,-,N/A,,Partly Cloudy,0,7/4/12 15:51
KJFK, 11:51 AM,80.1,68,67,29.82,10,SW,12.7,-,N/A,,Scattered Clouds,230,7/4/12 15:51
KLGA, 11:51 AM,82.9,66,56,29.8,10,West,6.9,-,N/A,,Scattered Clouds,270,7/4/12 15:51
KNYC, 11:51 AM,84,68,58,29.81,10,Calm,Calm,-,N/A,,Clear,0,7/4/12 15:51
KEWR, 12:51 PM,91,66.9,45,29.79,10,WSW,15,19.6,N/A,,Partly Cloudy,250,7/4/12 16:51
KJFK, 12:51 PM,82.9,69.1,63,29.81,10,SW,15,-,N/A,,Scattered Clouds,220,7/4/12 16:51
KLGA, 12:51 PM,87.1,66,49,29.78,10,WSW,5.8,-,N/A,,Partly Cloudy,250,7/4/12 16:51
KNYC, 12:51 PM,87.1,66.9,51,29.79,10,Variable,3.5,-,N/A,,Clear,0,7/4/12 16:51
KEWR, 1:51 PM,93.2,66.2,41,29.77,10,West,13.8,20.7,N/A,,Partly Cloudy,270,7/4/12 17:51
KJFK, 1:51 PM,84,69.1,61,29.8,10,SSW,16.1,-,N/A,,Scattered Clouds,210,7/4/12 17:51
KLGA, 1:51 PM,89.6,66.2,46,29.77,10,West,9.2,-,N/A,,Partly Cloudy,260,7/4/12 17:51
KNYC, 1:51 PM,89.1,66.9,48,29.77,10,West,8.1,-,N/A,,Clear,280,7/4/12 17:51
KEWR, 2:51 PM,95,64.9,37,29.76,10,West,16.1,20.7,N/A,,Scattered Clouds,260,7/4/12 18:51
KJFK, 2:51 PM,84,70,63,29.78,10,South,15,-,N/A,,Scattered Clouds,190,7/4/12 18:51
KLGA, 2:51 PM,91.9,66,42,29.76,10,WNW,9.2,17.3,N/A,,Partly Cloudy,290,7/4/12 18:51
KNYC, 2:51 PM,91,66,44,29.76,10,West,5.8,-,N/A,,Clear,270,7/4/12 18:51
KEWR, 3:51 PM,97,64.9,35,29.75,10,West,11.5,19.6,N/A,,Scattered Clouds,280,7/4/12 19:51
KJFK, 3:51 PM,82,71.1,69,29.77,10,SSW,16.1,21.9,N/A,,Partly Cloudy,200,7/4/12 19:51
KLGA, 3:51 PM,93.9,66.9,41,29.75,10,NW,9.2,-,N/A,,Scattered Clouds,310,7/4/12 19:51
KNYC, 3:51 PM,90,66,45,29.76,10,Variable,6.9,-,N/A,,Clear,0,7/4/12 19:51
KEWR, 4:51 PM,96.1,64,35,29.73,10,NW,9.2,17.3,N/A,,Scattered Clouds,320,7/4/12 20:51
KJFK, 4:51 PM,81,71.1,72,29.76,10,South,12.7,-,N/A,,Scattered Clouds,190,7/4/12 20:51
KLGA, 4:51 PM,91,66,44,29.73,10,NW,10.4,-,N/A,,Mostly Cloudy,310,7/4/12 20:51
KNYC, 4:51 PM,91,66,44,29.74,10,WSW,5.8,-,N/A,,Clear,250,7/4/12 20:51
KEWR, 5:51 PM,95,66,38,29.72,10,West,11.5,18.4,N/A,,Scattered Clouds,270,7/4/12 21:51
KJFK, 5:51 PM,82,71.1,69,29.73,10,South,6.9,-,N/A,,Scattered Clouds,180,7/4/12 21:51
KLGA, 5:51 PM,93.9,64.9,38,29.71,10,WNW,10.4,19.6,N/A,,Mostly Cloudy,300,7/4/12 21:51
KNYC, 5:51 PM,91,64,41,29.72,10,WNW,8.1,-,N/A,,Clear,290,7/4/12 21:51
KEWR, 6:51 PM,93.9,66,40,29.71,10,West,16.1,19.6,N/A,,Scattered Clouds,270,7/4/12 22:51
KJFK, 6:51 PM,82.9,71.1,67,29.72,10,South,8.1,-,N/A,,Scattered Clouds,170,7/4/12 22:51
KLGA, 6:51 PM,91,64.9,42,29.7,10,NW,12.7,-,N/A,,Scattered Clouds,320,7/4/12 22:51
KNYC, 6:51 PM,90,64.9,43,29.71,10,Calm,Calm,-,N/A,,Clear,0,7/4/12 22:51
KEWR, 7:51 PM,91,66,44,29.72,10,West,9.2,-,N/A,,Mostly Cloudy,270,7/4/12 23:51
KJFK, 7:51 PM,84,70,63,29.73,10,Calm,Calm,-,N/A,,Scattered Clouds,0,7/4/12 23:51
KLGA, 7:51 PM,91.9,68,45,29.71,10,West,12.7,-,N/A,,Scattered Clouds,260,7/4/12 23:51
KNYC, 7:51 PM,87.1,66.9,51,29.73,9,Variable,6.9,-,N/A,,Clear,0,7/4/12 23:51
KEWR, 8:51 PM,90,66,45,29.73,10,West,8.1,-,N/A,,Mostly Cloudy,260,7/5/12 0:51
KJFK, 8:51 PM,88,68,51,29.74,10,West,11.5,-,N/A,,Mostly Cloudy,260,7/5/12 0:51
KLGA, 8:51 PM,91,68,47,29.73,10,WSW,10.4,-,N/A,,Scattered Clouds,250,7/5/12 0:51
KNYC, 8:51 PM,87.1,66.9,51,29.73,10,Calm,Calm,-,N/A,,Clear,0,7/5/12 0:51
KEWR, 9:51 PM,89.1,66.9,48,29.75,10,WSW,8.1,-,N/A,,Overcast,250,7/5/12 1:51
KJFK, 9:51 PM,84.9,66.9,55,29.76,10,WSW,11.5,-,N/A,,Mostly Cloudy,240,7/5/12 1:51
KLGA, 9:51 PM,91,66.9,45,29.74,10,WSW,11.5,-,N/A,,Overcast,250,7/5/12 1:51
KNYC, 9:51 PM,87.1,66.9,51,29.75,10,Calm,Calm,-,N/A,,Scattered Clouds,0,7/5/12 1:51
KEWR, 10:51 PM,88,66.9,49,29.74,10,WSW,6.9,-,0,,Mostly Cloudy,240,7/5/12 2:51
KJFK, 10:51 PM,84,69.1,61,29.74,10,WSW,12.7,-,N/A,,Mostly Cloudy,240,7/5/12 2:51
KLGA, 10:51 PM,90,68,48,29.73,10,West,16.1,20.7,0,,Scattered Clouds,260,7/5/12 2:51
KNYC, 10:51 PM,86,68,55,29.74,9,Variable,4.6,-,N/A,,Clear,0,7/5/12 2:51
KEWR, 11:51 PM,87.1,68,53,29.73,10,West,10.4,-,N/A,,Partly Cloudy,260,7/5/12 3:51
KJFK, 11:51 PM,82,69.1,65,29.74,10,WSW,9.2,-,N/A,,Scattered Clouds,240,7/5/12 3:51
KLGA, 11:51 PM,89.6,69.8,52,29.72,10,West,16.1,23,N/A,,Partly Cloudy,260,7/5/12 3:51
KNYC, 11:51 PM,84.9,68,57,29.73,9,Variable,3.5,-,N/A,,Clear,0,7/5/12 3:51
KEWR, 12:51 AM,84.9,68,57,29.74,10,SW,10.4,-,N/A,,Partly Cloudy,230,7/5/12 4:51
KJFK, 12:51 AM,82,70,67,29.75,10,West,12.7,-,N/A,,Scattered Clouds,260,7/5/12 4:51
KLGA, 12:51 AM,86,69.1,57,29.73,10,West,9.2,-,N/A,,Clear,280,7/5/12 4:51
KNYC, 12:51 AM,84.9,68,57,29.74,10,West,4.6,-,N/A,,Clear,280,7/5/12 4:51
KEWR, 1:51 AM,82.9,69.1,63,29.74,10,WSW,11.5,-,N/A,,Clear,240,7/5/12 5:51
KJFK, 1:51 AM,80.1,71.1,74,29.74,10,West,12.7,-,N/A,,Scattered Clouds,260,7/5/12 5:51
KLGA, 1:51 AM,87.1,70,57,29.72,10,West,8.1,-,N/A,,Clear,280,7/5/12 5:51
KNYC, 1:51 AM,82.9,69.1,63,29.74,10,Variable,4.6,-,N/A,,Clear,0,7/5/12 5:51
KEWR, 2:51 AM,82,69.1,65,29.73,10,West,9.2,-,N/A,,Partly Cloudy,260,7/5/12 6:51
KJFK, 2:51 AM,81,70,69,29.72,10,West,9.2,-,N/A,,Partly Cloudy,280,7/5/12 6:51
KLGA, 2:51 AM,84.9,70,61,29.71,10,West,10.4,-,N/A,,Scattered Clouds,280,7/5/12 6:51
KNYC, 2:51 AM,82.9,69.1,63,29.73,9,West,5.8,-,N/A,,Clear,270,7/5/12 6:51
KEWR, 3:51 AM,81,69.1,67,29.72,10,West,10.4,-,N/A,,Partly Cloudy,280,7/5/12 7:51
KJFK, 3:51 AM,82.9,70,65,29.72,10,WNW,12.7,-,N/A,,Partly Cloudy,300,7/5/12 7:51
KLGA, 3:51 AM,82.9,70,65,29.71,10,NW,11.5,-,N/A,,Partly Cloudy,320,7/5/12 7:51
KNYC, 3:51 AM,82,69.1,65,29.72,9,WNW,5.8,-,N/A,,Clear,300,7/5/12 7:51
KEWR, 4:51 AM,81,70,69,29.72,10,WNW,9.2,-,N/A,,Partly Cloudy,290,7/5/12 8:51
KJFK, 4:51 AM,82,69.1,65,29.72,10,NW,11.5,-,N/A,,Scattered Clouds,320,7/5/12 8:51
KLGA, 4:51 AM,80.1,70,71,29.71,10,NW,9.2,-,N/A,,Partly Cloudy,310,7/5/12 8:51
KNYC, 4:51 AM,80.1,69.1,69,29.72,9,Variable,5.8,-,N/A,,Clear,0,7/5/12 8:51
KEWR, 5:51 AM,81,70,69,29.73,10,WNW,8.1,-,N/A,,Scattered Clouds,300,7/5/12 9:51
KJFK, 5:51 AM,82,69.1,65,29.74,10,NW,9.2,-,N/A,,Partly Cloudy,310,7/5/12 9:51
KLGA, 5:51 AM,80.1,71.1,74,29.73,10,NW,9.2,-,N/A,,Partly Cloudy,310,7/5/12 9:51
KNYC, 5:51 AM,80.1,70,71,29.74,8,Variable,4.6,-,N/A,,Clear,0,7/5/12 9:51
KEWR, 6:51 AM,82.9,71.1,67,29.75,10,NW,9.2,-,N/A,,Mostly Cloudy,310,7/5/12 10:51
KJFK, 6:51 AM,82.9,71.1,67,29.75,10,North,9.2,-,N/A,,Scattered Clouds,360,7/5/12 10:51
KLGA, 6:51 AM,81,71.1,72,29.74,10,NNW,9.2,-,N/A,,Partly Cloudy,330,7/5/12 10:51
KNYC, 6:51 AM,81,70,69,29.75,8,Calm,Calm,-,N/A,,Clear,0,7/5/12 10:51
KEWR, 7:51 AM,86,69.8,58,29.75,10,NW,9.2,-,N/A,,Mostly Cloudy,320,7/5/12 11:51
KJFK, 7:51 AM,84.9,70,61,29.75,10,NNW,10.4,-,N/A,,Mostly Cloudy,340,7/5/12 11:51
KLGA, 7:51 AM,82.4,71.6,70,29.74,10,NW,8.1,-,N/A,,Partly Cloudy,320,7/5/12 11:51
KNYC, 7:51 AM,82,70,67,29.75,8,North,-9999,-,N/A,,Clear,0,7/5/12 11:51
KEWR, 8:51 AM,88,66.9,49,29.77,10,WNW,10.4,-,N/A,,Mostly Cloudy,300,7/5/12 12:51
KJFK, 8:51 AM,87.1,69.1,55,29.77,10,NNW,11.5,-,N/A,,Scattered Clouds,330,7/5/12 12:51
KLGA, 8:51 AM,84,70,63,29.76,10,NW,10.4,-,N/A,,Scattered Clouds,320,7/5/12 12:51
KNYC, 8:51 AM,82.9,68,60,29.77,9,Variable,3.5,-,N/A,,Clear,0,7/5/12 12:51
KEWR, 9:51 AM,90,66,45,29.76,10,NNW,10.4,20.7,N/A,,Mostly Cloudy,330,7/5/12 13:51
KJFK, 9:51 AM,88,69.1,53,29.77,10,NNW,11.5,-,N/A,,Scattered Clouds,340,7/5/12 13:51
KLGA, 9:51 AM,86,69.1,57,29.76,10,North,11.5,-,N/A,,Partly Cloudy,350,7/5/12 13:51
KNYC, 9:51 AM,86,68,55,29.77,9,Variable,4.6,-,N/A,,Clear,0,7/5/12 13:51
KEWR, 10:51 AM,91.9,64.9,41,29.77,10,NNW,9.2,16.1,N/A,,Mostly Cloudy,330,7/5/12 14:51
KJFK, 10:51 AM,90,68,48,29.77,10,NNE,9.2,-,N/A,,Scattered Clouds,20,7/5/12 14:51
KLGA, 10:51 AM,88,66.9,49,29.76,10,North,8.1,17.3,N/A,,Scattered Clouds,350,7/5/12 14:51
KNYC, 10:51 AM,87.1,66,49,29.76,9,Variable,5.8,-,N/A,,Partly Cloudy,0,7/5/12 14:51
KEWR, 11:51 AM,93,61,34,29.77,10,WNW,17.3,25.3,N/A,,Mostly Cloudy,300,7/5/12 15:51
KJFK, 11:51 AM,90,66,45,29.77,10,North,11.5,21.9,N/A,,Mostly Cloudy,10,7/5/12 15:51
KLGA, 11:51 AM,89.1,63,42,29.76,10,NW,9.2,20.7,N/A,,Mostly Cloudy,310,7/5/12 15:51
KNYC, 11:51 AM,91,66,44,29.77,10,Variable,6.9,-,N/A,,Clear,0,7/5/12 15:51
KEWR, 12:51 PM,93,61,34,29.76,10,WNW,9.2,23,N/A,,Mostly Cloudy,300,7/5/12 16:51
KJFK, 12:51 PM,91,66,44,29.77,10,North,9.2,-,N/A,,Mostly Cloudy,10,7/5/12 16:51
KLGA, 12:51 PM,91,63,39,29.76,10,North,8.1,-,N/A,,Mostly Cloudy,350,7/5/12 16:51
KNYC, 12:51 PM,93,64,38,29.76,10,Variable,3.5,-,N/A,,Clear,0,7/5/12 16:51
KEWR, 1:51 PM,96.1,57,27,29.75,10,NNW,10.4,23,N/A,,Mostly Cloudy,330,7/5/12 17:51
KJFK, 1:51 PM,93.9,61,33,29.76,10,NW,13.8,-,N/A,,Mostly Cloudy,310,7/5/12 17:51
KLGA, 1:51 PM,93,60.1,33,29.75,10,North,6.9,-,N/A,,Mostly Cloudy,360,7/5/12 17:51
KNYC, 1:51 PM,93,62.1,36,29.75,10,North,-9999,-,N/A,,Clear,0,7/5/12 17:51
KEWR, 2:51 PM,96.1,55.9,26,29.75,10,WNW,11.5,24.2,N/A,,Mostly Cloudy,290,7/5/12 18:51
KJFK, 2:51 PM,91.9,64,39,29.76,10,SW,4.6,-,N/A,,Mostly Cloudy,230,7/5/12 18:51
KLGA, 2:51 PM,93,59,32,29.75,10,NW,10.4,-,N/A,,Mostly Cloudy,320,7/5/12 18:51
KNYC, 2:51 PM,93.9,55,27,29.75,10,WNW,4.6,-,N/A,,Clear,290,7/5/12 18:51
KEWR, 3:51 PM,96.1,54,24,29.75,10,WNW,12.7,19.6,N/A,,Mostly Cloudy,290,7/5/12 19:51
KJFK, 3:51 PM,90,64,42,29.75,10,SSE,10.4,-,N/A,,Mostly Cloudy,150,7/5/12 19:51
KLGA, 3:51 PM,93.9,55,27,29.75,10,NNW,10.4,-,N/A,,Mostly Cloudy,330,7/5/12 19:51
KNYC, 3:51 PM,93,55.9,29,29.75,10,NNE,9.2,-,N/A,,Clear,20,7/5/12 19:51
KEWR, 4:51 PM,96.1,51.1,22,29.76,10,NNW,16.1,23,N/A,,Mostly Cloudy,340,7/5/12 20:51
KJFK, 4:51 PM,90,64,42,29.75,10,SSE,5.8,-,N/A,,Mostly Cloudy,160,7/5/12 20:51
KLGA, 4:51 PM,91.9,55.9,30,29.75,10,NNW,12.7,-,N/A,,Mostly Cloudy,330,7/5/12 20:51
KNYC, 4:51 PM,91.9,54,27,29.76,10,NNW,3.5,-,N/A,,Clear,340,7/5/12 20:51
